Date,Month,Year,Area,Civilian Labor Force,Employment,Unemployment,Unemployment Rate,State FIPS Code,Area FIPS Code
2010-07-12,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-13,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-14,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-15,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-16,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-17,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-18,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-19,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-20,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-21,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-22,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-23,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-24,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-25,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-26,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-27,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-28,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-29,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-30,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-07-31,7,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,167,151","2,970,658","196,493",6.2,11.0,47900.0
2010-08-01,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-02,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-03,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-04,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-05,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-06,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-07,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-08,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-09,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-10,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-11,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-12,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-13,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-14,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-15,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-16,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-17,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-18,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-19,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-20,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-21,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-22,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-23,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-24,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-25,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-26,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-27,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-28,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-29,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-30,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-08-31,8,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,171,024","2,974,896","196,128",6.2,11.0,47900.0
2010-09-01,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-02,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-03,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-04,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-05,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-06,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-07,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-08,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-09,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-10,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-11,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-12,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-13,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-14,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-15,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-16,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-17,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-18,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-19,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-20,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-21,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-22,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-23,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-24,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-25,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-26,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-27,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-28,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-29,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-09-30,9,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,168,400","2,973,414","194,986",6.2,11.0,47900.0
2010-10-01,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-02,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-03,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-04,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-05,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-06,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-07,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-08,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-09,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-10,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-11,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-12,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-13,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-14,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-15,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-16,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-17,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-18,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-19,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-20,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-21,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-22,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-23,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-24,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-25,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-26,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-27,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-28,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-29,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-30,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-10-31,10,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,165,638","2,970,135","195,503",6.2,11.0,47900.0
2010-11-01,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-02,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-03,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-04,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-05,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-06,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-07,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-08,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-09,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-10,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-11,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-12,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-13,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-14,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-15,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-16,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-17,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-18,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-19,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-20,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-21,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-22,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-23,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-24,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-25,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-26,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-27,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-28,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-29,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-11-30,11,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,169,228","2,972,375","196,853",6.2,11.0,47900.0
2010-12-01,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-02,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-03,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-04,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-05,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-06,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-07,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-08,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-09,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-10,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-11,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-12,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-13,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-14,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-15,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-16,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-17,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-18,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-19,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-20,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-21,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-22,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-23,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-24,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-25,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-26,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-27,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-28,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-29,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-30,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2010-12-31,12,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,175,017","2,978,901","196,116",6.2,11.0,47900.0
2011-01-01,1,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,178,206","2,983,767","194,439",6.1,11.0,47900.0
2011-01-02,1,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,178,206","2,983,767","194,439",6.1,11.0,47900.0
2011-01-03,1,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,178,206","2,983,767","194,439",6.1,11.0,47900.0
2011-01-04,1,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,178,206","2,983,767","194,439",6.1,11.0,47900.0
2011-01-05,1,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,178,206","2,983,767","194,439",6.1,11.0,47900.0
2011-01-06,1,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,178,206","2,983,767","194,439",6.1,11.0,47900.0
2011-01-07,1,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,178,206","2,983,767","194,439",6.1,11.0,47900.0
2011-01-08,1,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,178,206","2,983,767","194,439",6.1,11.0,47900.0
2011-01-09,1,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,178,206","2,983,767","194,439",6.1,11.0,47900.0
